Produit,Allergène,Score,Lien,pix,Description,composition
POCHAT & FILS     Reblochon de Savoie au lait cru AOP 240g,lait,na,https://www.auchan.fr/pochat-fils-reblochon-de-savoie-au-lait-cru-aop/pr-C1352335,100,na,na
28 FROMAGE A LA COUPE     Aligot de l'Aubrac filière responsable 500g,"lactose, lait, creme",na,https://www.auchan.fr/fromage-a-la-coupe-aligot-de-l-aubrac-filiere-responsable/pr-C1350544,101,na,na
4 COEUR DE LION     Camembert 275g,lait,na,https://www.auchan.fr/coeur-de-lion-camembert/pr-C1194060,102,na,na
28 GILLOT     Camembert moulé à la main AOP Filière Responsable 250g,lait,na,https://www.auchan.fr/gillot-camembert-moule-a-la-main-aop-filiere-responsable/pr-C1349940,103,na,na
6 PRESIDENT     Camembert de campagne au lait pasteurisé 250g,lait,na,https://www.auchan.fr/president-camembert-de-campagne-au-lait-pasteurise/pr-C1180443,104,na,na
12 LE RUSTIQUE     Camembert au lait pasteurisé spécial affiné 260g,lait,na,https://www.auchan.fr/le-rustique-camembert-au-lait-pasteurise-special-affine/pr-C1192926,105,na,na
9 BONS MAYENNAIS     Camembert 250g,lait,na,https://www.auchan.fr/bons-mayennais-camembert/pr-C1200149,106,na,na
7 REO     Camembert de Normandie au lait cru moulé à la louche AOP 250g,lait,na,https://www.auchan.fr/reo-camembert-de-normandie-au-lait-cru-moule-a-la-louche-aop/pr-C1200131,107,na,na
15 COEUR DE LION     Camembert 250g,lait,na,https://www.auchan.fr/coeur-de-lion-camembert/pr-C1182685,108,na,na
14 LE RUSTIQUE     Camembert au lait pasteurisé 250g,lait,na,https://www.auchan.fr/le-rustique-camembert-au-lait-pasteurise/pr-C1183011,109,na,na
59 AUCHAN MMM!     Camembert de Normandie AOP 250g,lait,na,https://www.auchan.fr/auchan-mmm-camembert-de-normandie-aop/pr-C1198161,110,na,na
12 COEUR DE LION     Coulommiers extra crémeux 385g,lait,na,https://www.auchan.fr/coeur-de-lion-coulommiers-extra-cremeux/pr-C1194259,111,na,na
14 LE RUSTIQUE     Coulommiers 350g,lait,na,https://www.auchan.fr/le-rustique-coulommiers/pr-C1200268,112,na,na
10 AUCHAN     Pointe de brie 180g,presence de   lait et produits a base de lait  y compris lactose ,D,https://www.auchan.fr/auchan-pointe-de-brie/pr-C1200034,113,na,na
8 PRESIDENT     Pointe de brie 200g,lait,na,https://www.auchan.fr/president-pointe-de-brie/pr-C1200266,114,na,na
LA FROMAGERIE ALPINE     St Marcellin IGP 240g3 pièces,lait,na,https://www.auchan.fr/la-fromagerie-alpine-st-marcellin-igp/pr-C1200189,115,na,na
Fromage au Brillat-Savarin et à la truffe d'été 200g,lait; creme,na,https://www.auchan.fr/fromage-au-brillat-savarin-et-a-la-truffe-d-ete/pr-C1351915,116,na,na
L'ORTOLAN     Fromage en portion 240g8 portions,lait,D,https://www.auchan.fr/l-ortolan-fromage-en-portion/pr-C1180721,117,na,na
26 PAVE D AFFINOIS     Fromage à pâte molle au lait de vache pasteurisé 200g,produit a base de lait,D,https://www.auchan.fr/pave-d-affinois-fromage-a-pate-molle-au-lait-de-vache-pasteurise/pr-C1194890,118,na,na
13 TARTARE     Fromage frais à tartiner à l'ail et fines herbes 250g,"lait, creme",na,https://www.auchan.fr/tartare-fromage-frais-a-tartiner-a-l-ail-et-fines-herbes/pr-C1196929,119,na,na
ST MORET     Fromage à tartiner bio 150g,"lait, creme",na,https://www.auchan.fr/st-moret-fromage-a-tartiner-bio/pr-C1185511,120,na,na
20 ST MORET     Fromage à tartiner portion individuelle 180g9 portions,"lait, creme",na,https://www.auchan.fr/st-moret-fromage-a-tartiner-portion-individuelle/pr-C1200116,121,na,na
36 SALAKIS     Dés de fromage de brebis aux herbes de Provence 300g,"celeri, lait,",na,https://www.auchan.fr/salakis-des-de-fromage-de-brebis-aux-herbes-de-provence/pr-C1200128,122,na,na
16 SALAKIS     Fromage au lait de brebis pasteurisé 200g,"lait,",na,https://www.auchan.fr/salakis-fromage-au-lait-de-brebis-pasteurise/pr-C1180588,123,na,na
> 200 AUCHAN     Emmental râpé français 350g,presence de   lait et produits a base de lait  y compris lactose ,D,https://www.auchan.fr/auchan-emmental-rape-francais/pr-C1199997,124,na,na
10 AUCHAN     Mozzarella 4x125g,presence de   lait et produits a base de lait  y compris lactose ,C,https://www.auchan.fr/auchan-mozzarella/pr-C1180246,125,na,na
TARTARE     L'Original Fromage ail et fines herbes 250g16 portions,"lait, creme",na,https://www.auchan.fr/tartare-l-original-fromage-ail-et-fines-herbes/pr-C1195750,126,na,na
AMBROSI     Burrata bio 125g,lait,C,https://www.auchan.fr/ambrosi-burrata-bio/pr-C1181040,127,na,na
12 GALBANI     Mozzarella di latte di bufala 125g,lait,na,https://www.auchan.fr/galbani-mozzarella-di-latte-di-bufala/pr-C1197045,128,na,na
24 AUCHAN GOURMET     Mozzarella Di bufala Campana AOP 250g,presence de   lait et produits a base de lait  y compris lactose ,C,https://www.auchan.fr/auchan-gourmet-mozzarella-di-bufala-campana-aop/pr-C1180732,129,na,na
CASA AZZURA     Mozzarella di Buffalla campana AOP 150g,"lait, ",na,https://www.auchan.fr/casa-azzura-mozzarella-di-buffalla-campana-aop/pr-C1182116,130,na,na
1 GALBANI     Mozzarella en tranche pour toast 150g,na,na,https://www.auchan.fr/galbani-mozzarella-en-tranche-pour-toast/pr-C1194709,131,"les toasts alla mozzarella galbani, de savoureuses tranches de fromage fondu a la mozzarella pour revisiter les traditionnels croques en version italienne, ou encore faire vous meme de savoureux paninis, bruschettas et autres toasts a  ’italienne ! retrouvez toutes nos recettes de cuisine italienne, astuces et bons plans sur www galbani fr !",na
CASA AZZURA     Mozzarella fior di latte 125g,lait,C,https://www.auchan.fr/casa-azzura-mozzarella-fior-di-latte/pr-C1304591,132,na,na
CASA AZZURA     Burrata di bufalla 200g,lait ,D,https://www.auchan.fr/casa-azzura-burrata-di-bufalla/pr-C1180699,133,na,na
8 CASA AZZURA     CASA AZZURRA Mozzarella di Bufala Campana AOP 125g 125g,lait,C,https://www.auchan.fr/casa-azzura-casa-azzurra-mozzarella-di-bufala-campana-aop-125g/pr-246183,134,na,na
CASA AZZURA     Burrata latte di puglia 125g,lait,na,https://www.auchan.fr/casa-azzura-burrata-latte-di-puglia/pr-C1182117,135,na,na
13 AUCHAN BIO     Mozzarella bufala AOP 125g,presence de   lait et produits a base de lait  y compris lactose ,D,https://www.auchan.fr/auchan-bio-mozzarella-bufala-aop/pr-C1181195,136,na,na
AUCHAN     Mozzarella en cossettes 150g,presence de   lait et produits a base de lait  y compris lactose ,D,https://www.auchan.fr/auchan-mozzarella-en-cossettes/pr-C1396263,137,na,na
64 AUCHAN     Mozzarella 3x125g,presence de   lait et produits a base de lait  y compris lactose ,C,https://www.auchan.fr/auchan-mozzarella/pr-C1196451,138,na,na
79 AUCHAN GOURMET     Mozzarella di Bufala Campana AOP 125g,presence de   lait et produits a base de lait  y compris lactose ,C,https://www.auchan.fr/auchan-gourmet-mozzarella-di-bufala-campana-aop/pr-C1198053,139,na,na
16 AUCHAN GOURMET     Billes de mozzarella di bufala campana AOP 120g,presence de   lait et produits a base de lait  y compris lactose ,D,https://www.auchan.fr/auchan-gourmet-billes-de-mozzarella-di-bufala-campana-aop/pr-C1193987,140,na,na
77 AUCHAN     Mozzarella spéciale cuisine 400g,presence de   lait et produits a base de lait  y compris lactose ,D,https://www.auchan.fr/auchan-mozzarella-speciale-cuisine/pr-C1198744,141,na,na
4 DELICES D'AMELIE     Cossettes mozzarella râpé pour pizza 400g,na,na,https://www.auchan.fr/delices-d-amelie-cossettes-mozzarella-rape-pour-pizza/pr-C1194445,142,na,na
GALBANI     Burrata 150g,"lait,",na,https://www.auchan.fr/galbani-burrata/pr-C1184082,143,na,na
5 AMBROSI     Mozzarella buffala 125g,lait,na,https://www.auchan.fr/ambrosi-mozzarella-buffala/pr-C1199489,144,na,na
10 GALBANI     Mozzarella Cucina extra fondante 400g,lait,na,https://www.auchan.fr/galbani-mozzarella-cucina-extra-fondante/pr-C1200190,145,na,na
GALBANI     Bille de mozzarella fior di latte 200g,lait,na,https://www.auchan.fr/galbani-bille-de-mozzarella-fior-di-latte/pr-C1412411,146,"gout et tradition ! decouvrez la mozzarella italienne fior di latte avec son gout de lait intense  son gout de lait, sa fraicheur et sa texture fondante vont ravir vos papilles  les mozzarellines sont ideales pour composer avec originalite vos salades et aperitifs ! lait garanti   italien  retrouvez + de      recettes de cuisine italienne, astuces et bons plans sur www galbani fr !",na
12           Sauté de porc sans os à mijoter label rouge 500g3 personnes,na,na,https://www.auchan.fr/saute-de-porc-sans-os-a-mijoter-label-rouge/pr-C1349339,147,na,na
BROCELIANDE     Rôti de porc bio 700g,na,na,https://www.auchan.fr/broceliande-roti-de-porc-bio/pr-C1391873,148,na,na
21 LE PORC DE NOS VILLAGES     Filet de porc sans os à rôtir label rouge 750g4 personnes,na,na,https://www.auchan.fr/le-porc-de-nos-villages-filet-de-porc-sans-os-a-rotir-label-rouge/pr-C1350131,149,na,na
BROCELIANDE     Côte de porc première bio 280g2 pièces,na,na,https://www.auchan.fr/broceliande-cote-de-porc-premiere-bio/pr-C1350078,150,na,na
1 BROCELIANDE     Côte de porc échine bio 175g1 pièce,na,na,https://www.auchan.fr/broceliande-cote-de-porc-echine-bio/pr-C1348574,151,na,na
1           Rôti *** de veau d'Aveyron et Segala label rouge filière responsable IGP 500g3 personnes,na,na,https://www.auchan.fr/roti-de-veau-d-aveyron-et-segala-label-rouge-filiere-responsable-igp/pr-C1351951,152,na,na
56 AUCHAN BIO     Merguez de boeuf bio 275g5 pièces,na,D,https://www.auchan.fr/auchan-bio-merguez-de-boeuf-bio/pr-C1197133,153,na,na
SOURIRE DE CAMPAGNE     Merguez de boeuf bio 220g4 pièces,na,E,https://www.auchan.fr/sourire-de-campagne-merguez-de-boeuf-bio/pr-C1183909,154,na,na
6           Côte de porc première avec os label rouge 360g2 pièces,na,na,https://www.auchan.fr/cote-de-porc-premiere-avec-os-label-rouge/pr-C1349060,155,na,na
14           Côte de porc à l'échine sans os label rouge 300g2 pièces,na,na,https://www.auchan.fr/cote-de-porc-a-l-echine-sans-os-label-rouge/pr-C1349092,156,na,na
85 AUCHAN BIO     Chipolatas saucisses supérieures pur porc bio 275g5 pièces,na,na,https://www.auchan.fr/auchan-bio-chipolatas-saucisses-superieures-pur-porc-bio/pr-C1197134,157,na,na
8 LE PORC DE NOS VILLAGES     Chipolatas label rouge 330g6 pièces,na,na,https://www.auchan.fr/le-porc-de-nos-villages-chipolatas-label-rouge/pr-C1193290,158,na,na
7 AUCHAN BIO     Saucisses de Toulouse bio 300g3 pièces,na,na,https://www.auchan.fr/auchan-bio-saucisses-de-toulouse-bio/pr-C1197136,159,na,na
31 SOURIRE DE CAMPAGNE     Steaks de boeuf bio 260g2 pièces,aucun,A,https://www.auchan.fr/sourire-de-campagne-steaks-de-boeuf-bio/pr-C1181415,160,na,na
2           Steak haché de veau fermier Label Rouge 15% mg  filière responsable x2 - 25 2 pièces250g,na,na,https://www.auchan.fr/steak-hache-de-veau-fermier-label-rouge-15-mg-filiere-responsable-x2-25/pr-44225,161,na,na
SOURIRE DE CAMPAGNE     Saucisses de Toulouse bio 250g2 pièces,na,E,https://www.auchan.fr/sourire-de-campagne-saucisses-de-toulouse-bio/pr-C1183905,162,na,na
"102 LYRE     Poulet entier blanc filière responsable plein air bio 1,350kg",sans,na,https://www.auchan.fr/lyre-poulet-entier-blanc-filiere-responsable-plein-air-bio/pr-C1191752,163,na,na
158 LYRE     Poulet entier blanc fermier label rouge 1.250kg,na,na,https://www.auchan.fr/lyre-poulet-entier-blanc-fermier-label-rouge/pr-C1198952,164,na,na
> 200 LYRE     Poulet entier jaune fermier label rouge 1.250kg,na,na,https://www.auchan.fr/lyre-poulet-entier-jaune-fermier-label-rouge/pr-C1195835,165,na,na
19 LYRE     Escalopes de dinde filière responsable bio 250g2 pièces,na,na,https://www.auchan.fr/lyre-escalopes-de-dinde-filiere-responsable-bio/pr-C1191754,166,na,na
37 LYRE     Filets de poulet filière responsable bio 250g2 pièces,na,na,https://www.auchan.fr/lyre-filets-de-poulet-filiere-responsable-bio/pr-C1191751,167,na,na
40 LYRE     Aiguillettes de poulet filière responsable bio 250g4 pièces,sans,na,https://www.auchan.fr/lyre-aiguillettes-de-poulet-filiere-responsable-bio/pr-C1160211,168,na,na
67 LOUE     Cuisses de poulet fermier label rouge 900g3 pièces,aucun allergene,na,https://www.auchan.fr/loue-cuisses-de-poulet-fermier-label-rouge/pr-C1200888,169,na,na
NATURE DE FRANCE     Emincés de poulet panés bio 200g,"cereales contenant du gluten, oeufs, lait",na,https://www.auchan.fr/nature-de-france-eminces-de-poulet-panes-bio/pr-C1338260,170,na,na
14 LYRE     Aiguillettes de poulet blanc fermier Label Rouge Filière Responsable 250g1 à 2 personnes,na,na,https://www.auchan.fr/lyre-aiguillettes-de-poulet-blanc-fermier-label-rouge-filiere-responsable/pr-C1192144,171,na,na
32 LYRE     Cuisse de poulet filière responsable bio 550g2 pièces,sans,na,https://www.auchan.fr/lyre-cuisse-de-poulet-filiere-responsable-bio/pr-C1191753,172,na,frais classe a conditionne sous atmosphere
12 LYRE     Aiguillette de poulet jaune fermier Filière Responsable Label Rouge 250g6 pièces,na,na,https://www.auchan.fr/lyre-aiguillette-de-poulet-jaune-fermier-filiere-responsable-label-rouge/pr-C1192143,173,na,na
113 LOUE     Fermiers de Loué Filets de poulet blanc label rouge x2 2 pièces240g,aucun allergene,na,https://www.auchan.fr/loue-fermiers-de-loue-filets-de-poulet-blanc-label-rouge-x2/pr-302778,174,na,na
LICQUES     Cuisses de poulet fermier blanc IGP Label Rouge 400g,na,na,https://www.auchan.fr/licques-cuisses-de-poulet-fermier-blanc-igp-label-rouge/pr-C1306946,175,na,na
11 POUCE     Saucisses x5 merguez x5 saucisses aux herbes x5 750g15 pièces,na,D,https://www.auchan.fr/pouce-saucisses-x5-merguez-x5-saucisses-aux-herbes-x5/pr-C1193150,176,na,na
9 AUCHAN     Merguez de volaille 300g6 pièces,na,na,https://www.auchan.fr/auchan-merguez-de-volaille/pr-C1197490,177,na,na
PERE DODU     Aiguillettes poulet pané cru au curry 300g,"cereales contenant du glutentraces de  oeufs, lait",na,https://www.auchan.fr/pere-dodu-aiguillettes-poulet-pane-cru-au-curry/pr-C1456096,178,na,na
7 ROTISSERIE     Poulet rôti fermier cuit du jour dans notre rôtisserie 840g,na,na,https://www.auchan.fr/rotisserie-poulet-roti-fermier-cuit-du-jour-dans-notre-rotisserie/pr-C1363910,179,na,na
16 AUCHAN     Poulet entier jaune 1.3kg,na,na,https://www.auchan.fr/auchan-poulet-entier-jaune/pr-C1191180,180,na,na
Chips artisanales au sel marin de Camargue 125g,na,na,https://www.auchan.fr/chips-artisanales-au-sel-marin-de-camargue/pr-C1432372,181,na,na
MAITRE COQ     Jus de cuisson poulet rôti 120g,na,na,https://www.auchan.fr/maitre-coq-jus-de-cuisson-poulet-roti/pr-C1381470,182,na,na
MAITRE COQ     Le poulet du rôtisseur découpe en 8 morceaux 920g4/5 personnes,soja,A,https://www.auchan.fr/maitre-coq-le-poulet-du-rotisseur-decoupe-en-8-morceaux/pr-C1337617,183,na,na
LYRE     Poulet entier jaune filière responsable plein air bio 1.350kg,na,na,https://www.auchan.fr/lyre-poulet-entier-jaune-filiere-responsable-plein-air-bio/pr-C1502860,184,na,na
> 200 LOUE     Poulet entier fermier jaune label rouge 1.250kg,na,na,https://www.auchan.fr/loue-poulet-entier-fermier-jaune-label-rouge/pr-C1196341,185,na,na
"4 AUCHAN     Poulet entier cuit fumé au bois d'hêtre et de chêne 1,25kg",na,na,https://www.auchan.fr/auchan-poulet-entier-cuit-fume-au-bois-d-hetre-et-de-chene/pr-C1295983,186,na,na
"> 200 LOUE     Poulet entier blanc fermier label rouge 1,250kg",aucun allergene,na,https://www.auchan.fr/loue-poulet-entier-blanc-fermier-label-rouge/pr-C1196342,187,na,na
"LICQUES     Poulet fermier entier blanc label Rouge IGP 1,4kg",na,na,https://www.auchan.fr/licques-poulet-fermier-entier-blanc-label-rouge-igp/pr-C1306948,188,na,na
3 LE GAULOIS     Poulet rôti 1.050kg4 personnes,glucose,na,https://www.auchan.fr/le-gaulois-poulet-roti/pr-C1196325,189,na,na
